factura_id,cliente_id,cliente_nombre,sector,tipo_proyecto,fecha_factura,concepto,categoria,base_imponible,iva_21,total,pagado
FAC-1069,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - Conservas Artesanas SL,ingreso,3300.0,693.0,3993.0,True
FAC-1070,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - Aceites y Olivares SL,ingreso,6000.0,1260.0,7260.0,True
FAC-1071,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - CyberSecure Consulting,ingreso,6600.0,1386.0,7986.0,True
FAC-1072,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - ElecTech Sistemas SL,ingreso,4920.0,1033.2,5953.2,True
FAC-1073,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - Gourmet Seleccion Espana,ingreso,4320.0,907.2,5227.2,True
FAC-1074,CLI-031,Turismo Rural Experience SL,Turismo,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - Turismo Rural Experience SL,ingreso,4200.0,882.0,5082.0,True
FAC-1075,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - AutoParts Iberica SA,ingreso,6300.0,1323.0,7623.0,True
FAC-1076,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-08-27,Retainer August 2025 - Nexus Software Group,ingreso,5700.0,1197.0,6897.0,True
FAC-1077,,,,,2025-09-02,Nominas,gasto_fijo,191950.0,0.0,191950.0,True
FAC-1078,CLI-066,Finca Ecologica SL,Agroalimentario,Plan Integral de Internacionalizacion,2025-09-07,Plan Integral de Internacionalizacion - Finca Ecologica SL - Factura 3/4,ingreso,5720.0,1201.2,6921.2,True
FAC-1079,CLI-054,Conservas del Atlantico SA,Agroalimentario,Plan Integral de Internacionalizacion,2025-09-07,Plan Integral de Internacionalizacion - Conservas del Atlantico SA - Factura 1/6,ingreso,17940.0,3767.4,21707.4,True
FAC-1080,,,,,2025-09-11,Servicios profesionales,gasto_fijo,2950.0,619.5,3569.5,True
FAC-1081,,,,,2025-09-12,Seguros,gasto_fijo,1300.0,273.0,1573.0,True
FAC-1082,CLI-070,Complementos de Moda SL,Bienes de Consumo,Plan Integral de Internacionalizacion,2025-09-12,Plan Integral de Internacionalizacion - Complementos de Moda SL - Factura 1/6,ingreso,5320.0,1117.2,6437.2,True
FAC-1083,,,,,2025-09-23,Software y SaaS,gasto_fijo,4200.0,882.0,5082.0,True
FAC-1084,,,,,2025-09-23,Material de oficina,gasto_fijo,890.0,186.9,1076.9,True
FAC-1085,,,,,2025-09-23,Alquiler oficina,gasto_fijo,6310.0,1325.1,7635.1,True
FAC-1086,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-1087,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-1088,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - AutoParts Iberica SA,ingreso,11550.0,2425.5,13975.5,True
FAC-1089,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-1090,,,,,2025-09-25,Suministros,gasto_fijo,930.0,195.3,1125.3,True
FAC-1091,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Construcciones Metalicas ML,ingreso,7700.0,1617.0,9317.0,True
FAC-1092,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Textil Hogar Internacional,ingreso,7700.0,1617.0,9317.0,True
FAC-1093,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Vinedos del Valle SL,ingreso,6600.0,1386.0,7986.0,True
FAC-1094,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-1095,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-1096,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - ElecTech Sistemas SL,ingreso,9020.0,1894.2,10914.2,True
FAC-1097,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - ModaExport Iberica SL,ingreso,9900.0,2079.0,11979.0,True
FAC-1098,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-09-25,Retainer September 2025 - Bodegas Montealto SA,ingreso,8800.0,1848.0,10648.0,True
FAC-1099,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Destinos Globales SL,ingreso,11000.0,2310.0,13310.0,True
FAC-1100,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - EnerRenovables Solar SA,ingreso,10780.0,2263.8,13043.8,True
FAC-1101,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-1102,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Juguetes del Mediterraneo,ingreso,8250.0,1732.5,9982.5,True
FAC-1103,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Mecanica Precision SL,ingreso,9680.0,2032.8,11712.8,True
FAC-1104,CLI-035,Hogar Diseno SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Hogar Diseno SL,ingreso,7920.0,1663.2,9583.2,True
FAC-1105,CLI-036,Cosmeticos Natural SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Cosmeticos Natural SL,ingreso,5500.0,1155.0,6655.0,True
FAC-1106,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - AppDigital Labs,ingreso,6600.0,1386.0,7986.0,True
FAC-1107,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Eventos Corporativos Espana,ingreso,7150.0,1501.5,8651.5,True
FAC-1108,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - Calzado Artesano Export SL,ingreso,6600.0,1386.0,7986.0,True
FAC-1109,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - HotelSun International SA,ingreso,13200.0,2772.0,15972.0,True
FAC-1110,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-09-26,Retainer September 2025 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-1111,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - InduSteel Components SA,ingreso,13750.0,2887.5,16637.5,True
FAC-1112,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Gourmet Seleccion Espana,ingreso,7920.0,1663.2,9583.2,True
FAC-1113,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Iluminacion Decorativa SL,ingreso,9350.0,1963.5,11313.5,True
FAC-1114,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-1115,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Aceites y Olivares SL,ingreso,11000.0,2310.0,13310.0,True
FAC-1116,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-1117,CLI-031,Turismo Rural Experience SL,Turismo,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Turismo Rural Experience SL,ingreso,7700.0,1617.0,9317.0,True
FAC-1118,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - DataSmart Systems SA,ingreso,11220.0,2356.2,13576.2,True
FAC-1119,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Viajes y Negocios Globales,ingreso,9350.0,1963.5,11313.5,True
FAC-1120,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-09-27,Retainer September 2025 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-1121,,,,,2025-10-01,Nominas,gasto_fijo,184380.0,0.0,184380.0,True
FAC-1122,CLI-062,Crianza y Venta SL,Vinos y Bebidas,Plan Integral de Internacionalizacion,2025-10-09,Plan Integral de Internacionalizacion - Crianza y Venta SL - Factura 1/5,ingreso,12020.0,2524.2,14544.2,True
FAC-1123,,,,,2025-10-10,Alquiler oficina,gasto_fijo,6420.0,1348.2,7768.2,True
FAC-1124,,,,,2025-10-11,Material de oficina,gasto_fijo,430.0,90.3,520.3,True
FAC-1125,,,,,2025-10-12,Seguros,gasto_fijo,1770.0,371.7,2141.7,True
FAC-1126,,,,,2025-10-15,Servicios profesionales,gasto_fijo,2790.0,585.9,3375.9,True
FAC-1127,CLI-064,Textil Moda Internacional,Bienes de Consumo,Campana de Marketing Internacional,2025-10-17,Campana de Marketing Internacional - Textil Moda Internacional - Factura 1/1,ingreso,11800.0,2478.0,14278.0,True
FAC-1128,,,,,2025-10-18,IVA Trimestral,gasto_trimestral,38740.0,0.0,38740.0,True
FAC-1129,,,,,2025-10-19,Alquiler stands ferias,gasto_variable,18150.0,3811.5,21961.5,True
FAC-1130,,,,,2025-10-20,Pago Fraccionado IS,gasto_trimestral,12400.0,0.0,12400.0,True
FAC-1131,CLI-068,Espirituosos Premium SL,Vinos y Bebidas,Plan de Promocion Internacional,2025-10-22,Plan de Promocion Internacional - Espirituosos Premium SL - Factura 1/4,ingreso,3220.0,676.2,3896.2,True
FAC-1132,,,,,2025-10-23,Suministros,gasto_fijo,880.0,184.8,1064.8,True
FAC-1133,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Aceites y Olivares SL,ingreso,11000.0,2310.0,13310.0,True
FAC-1134,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Viajes y Negocios Globales,ingreso,9350.0,1963.5,11313.5,True
FAC-1135,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Destinos Globales SL,ingreso,11000.0,2310.0,13310.0,True
FAC-1136,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Conservas Artesanas SL,ingreso,6050.0,1270.5,7320.5,True
FAC-1137,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Gourmet Seleccion Espana,ingreso,7920.0,1663.2,9583.2,True
FAC-1138,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - EnerRenovables Solar SA,ingreso,10780.0,2263.8,13043.8,True
FAC-1139,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - CloudNet Espana SL,ingreso,8580.0,1801.8,10381.8,True
FAC-1140,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Embotellados del Norte SL,ingreso,8250.0,1732.5,9982.5,True
FAC-1141,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - DataSmart Systems SA,ingreso,11220.0,2356.2,13576.2,True
FAC-1142,CLI-036,Cosmeticos Natural SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Cosmeticos Natural SL,ingreso,5500.0,1155.0,6655.0,True
FAC-1143,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Nexus Software Group,ingreso,10450.0,2194.5,12644.5,True
FAC-1144,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - Calzado Artesano Export SL,ingreso,6600.0,1386.0,7986.0,True
FAC-1145,,,,,2025-10-25,Software y SaaS,gasto_fijo,5910.0,1241.1,7151.1,True
FAC-1146,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-10-25,Retainer October 2025 - CyberSecure Consulting,ingreso,12100.0,2541.0,14641.0,True
FAC-1147,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Bodegas Solariego SA,ingreso,10450.0,2194.5,12644.5,True
FAC-1148,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Construcciones Metalicas ML,ingreso,7700.0,1617.0,9317.0,True
FAC-1149,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Juguetes del Mediterraneo,ingreso,8250.0,1732.5,9982.5,True
FAC-1150,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Textil Hogar Internacional,ingreso,7700.0,1617.0,9317.0,True
FAC-1151,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Soluciones Logisticas ML,ingreso,8250.0,1732.5,9982.5,True
FAC-1152,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - ModaExport Iberica SL,ingreso,9900.0,2079.0,11979.0,True
FAC-1153,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - ElecTech Sistemas SL,ingreso,9020.0,1894.2,10914.2,True
FAC-1154,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Eventos Corporativos Espana,ingreso,7150.0,1501.5,8651.5,True
FAC-1155,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-10-26,Retainer October 2025 - Cervezas Artesanas Gredos,ingreso,5720.0,1201.2,6921.2,True
FAC-1156,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - AutoParts Iberica SA,ingreso,11550.0,2425.5,13975.5,True
FAC-1157,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - BioTech Health SL,ingreso,8800.0,1848.0,10648.0,True
FAC-1158,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - InduSteel Components SA,ingreso,13750.0,2887.5,16637.5,True
FAC-1159,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - AppDigital Labs,ingreso,6600.0,1386.0,7986.0,True
FAC-1160,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Mecanica Precision SL,ingreso,9680.0,2032.8,11712.8,True
FAC-1161,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Iluminacion Decorativa SL,ingreso,9350.0,1963.5,11313.5,True
FAC-1162,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - HotelSun International SA,ingreso,13200.0,2772.0,15972.0,True
FAC-1163,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Vinedos del Valle SL,ingreso,6600.0,1386.0,7986.0,True
FAC-1164,CLI-031,Turismo Rural Experience SL,Turismo,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Turismo Rural Experience SL,ingreso,7700.0,1617.0,9317.0,True
FAC-1165,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Olivares del Mediterraneo,ingreso,7150.0,1501.5,8651.5,True
FAC-1166,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-10-27,Retainer October 2025 - Bodegas Montealto SA,ingreso,8800.0,1848.0,10648.0,True
FAC-1167,CLI-054,Conservas del Atlantico SA,Agroalimentario,Plan Integral de Internacionalizacion,2025-11-01,Plan Integral de Internacionalizacion - Conservas del Atlantico SA - Factura 2/6,ingreso,6740.0,1415.4,8155.4,True
FAC-1168,,,,,2025-11-04,Nominas,gasto_fijo,175400.0,0.0,175400.0,True
FAC-1169,,,,,2025-11-11,Asesoria legal local,gasto_variable,1260.0,264.6,1524.6,True
FAC-1170,,,,,2025-11-11,Alquiler oficina,gasto_fijo,6150.0,1291.5,7441.5,True
FAC-1171,CLI-066,Finca Ecologica SL,Agroalimentario,Plan Integral de Internacionalizacion,2025-11-14,Plan Integral de Internacionalizacion - Finca Ecologica SL - Factura 4/4,ingreso,15730.0,3303.3,19033.3,True
FAC-1172,,,,,2025-11-14,Suministros,gasto_fijo,1270.0,266.7,1536.7,True
FAC-1173,CLI-070,Complementos de Moda SL,Bienes de Consumo,Plan Integral de Internacionalizacion,2025-11-15,Plan Integral de Internacionalizacion - Complementos de Moda SL - Factura 2/6,ingreso,5140.0,1079.4,6219.4,True
FAC-1174,,,,,2025-11-18,Material de oficina,gasto_fijo,470.0,98.7,568.7,True
FAC-1175,,,,,2025-11-19,Software y SaaS,gasto_fijo,4530.0,951.3,5481.3,True
FAC-1176,,,,,2025-11-20,Seguros,gasto_fijo,1650.0,346.5,1996.5,True
FAC-1177,,,,,2025-11-24,Servicios profesionales,gasto_fijo,4470.0,938.7,5408.7,True
FAC-1178,CLI-023,Bodegas Montealto SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Bodegas Montealto SA,ingreso,8000.0,1680.0,9680.0,True
FAC-1179,CLI-037,Juguetes del Mediterraneo,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Juguetes del Mediterraneo,ingreso,7500.0,1575.0,9075.0,True
FAC-1180,CLI-040,Textil Hogar Internacional,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Textil Hogar Internacional,ingreso,7000.0,1470.0,8470.0,True
FAC-1181,CLI-012,Conservas Artesanas SL,Agroalimentario,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Conservas Artesanas SL,ingreso,5500.0,1155.0,6655.0,True
FAC-1182,CLI-005,CyberSecure Consulting,Tecnologia,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - CyberSecure Consulting,ingreso,11000.0,2310.0,13310.0,True
FAC-1183,CLI-038,Calzado Artesano Export SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Calzado Artesano Export SL,ingreso,6000.0,1260.0,7260.0,True
FAC-1184,CLI-059,RoboTech Solutions SL,Tecnologia,Plan Integral de Internacionalizacion,2025-11-25,Plan Integral de Internacionalizacion - RoboTech Solutions SL - Factura 1/7,ingreso,4740.0,995.4,5735.4,True
FAC-1185,CLI-068,Espirituosos Premium SL,Vinos y Bebidas,Plan de Promocion Internacional,2025-11-25,Plan de Promocion Internacional - Espirituosos Premium SL - Factura 2/4,ingreso,4610.0,968.1,5578.1,True
FAC-1186,CLI-024,Vinedos del Valle SL,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Vinedos del Valle SL,ingreso,6000.0,1260.0,7260.0,True
FAC-1187,CLI-031,Turismo Rural Experience SL,Turismo,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Turismo Rural Experience SL,ingreso,7000.0,1470.0,8470.0,True
FAC-1188,CLI-016,Mecanica Precision SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Mecanica Precision SL,ingreso,8800.0,1848.0,10648.0,True
FAC-1189,CLI-028,Gourmet Seleccion Espana,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - Gourmet Seleccion Espana,ingreso,7200.0,1512.0,8712.0,True
FAC-1190,CLI-015,InduSteel Components SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-25,Retainer November 2025 - InduSteel Components SA,ingreso,12500.0,2625.0,15125.0,True
FAC-1191,CLI-018,AutoParts Iberica SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - AutoParts Iberica SA,ingreso,10500.0,2205.0,12705.0,True
FAC-1192,CLI-062,Crianza y Venta SL,Vinos y Bebidas,Plan Integral de Internacionalizacion,2025-11-26,Plan Integral de Internacionalizacion - Crianza y Venta SL - Factura 2/5,ingreso,7810.0,1640.1,9450.1,True
FAC-1193,CLI-033,Eventos Corporativos Espana,Turismo,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Eventos Corporativos Espana,ingreso,6500.0,1365.0,7865.0,True
FAC-1194,CLI-027,Cervezas Artesanas Gredos,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Cervezas Artesanas Gredos,ingreso,5200.0,1092.0,6292.0,True
FAC-1195,CLI-026,Bodegas Solariego SA,Vinos y Bebidas,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Bodegas Solariego SA,ingreso,9500.0,1995.0,11495.0,True
FAC-1196,CLI-019,Construcciones Metalicas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Construcciones Metalicas ML,ingreso,7000.0,1470.0,8470.0,True
FAC-1197,CLI-013,Aceites y Olivares SL,Agroalimentario,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Aceites y Olivares SL,ingreso,10000.0,2100.0,12100.0,True
FAC-1198,CLI-014,Embotellados del Norte SL,Agroalimentario,Consultoria Internacional Recurrente,2025-11-26,Retainer November 2025 - Embotellados del Norte SL,ingreso,7500.0,1575.0,9075.0,True
FAC-1199,CLI-021,EnerRenovables Solar SA,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - EnerRenovables Solar SA,ingreso,9800.0,2058.0,11858.0,True
FAC-1200,CLI-032,Viajes y Negocios Globales,Turismo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Viajes y Negocios Globales,ingreso,8500.0,1785.0,10285.0,True
FAC-1201,CLI-002,DataSmart Systems SA,Tecnologia,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - DataSmart Systems SA,ingreso,10200.0,2142.0,12342.0,True
FAC-1202,CLI-003,CloudNet Espana SL,Tecnologia,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - CloudNet Espana SL,ingreso,7800.0,1638.0,9438.0,True
FAC-1203,CLI-020,ElecTech Sistemas SL,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - ElecTech Sistemas SL,ingreso,8200.0,1722.0,9922.0,True
FAC-1204,CLI-010,Olivares del Mediterraneo,Agroalimentario,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Olivares del Mediterraneo,ingreso,6500.0,1365.0,7865.0,True
FAC-1205,CLI-030,HotelSun International SA,Turismo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - HotelSun International SA,ingreso,12000.0,2520.0,14520.0,True
FAC-1206,CLI-022,Soluciones Logisticas ML,Bienes Industriales,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Soluciones Logisticas ML,ingreso,7500.0,1575.0,9075.0,True
FAC-1207,CLI-034,ModaExport Iberica SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - ModaExport Iberica SL,ingreso,9000.0,1890.0,10890.0,True
FAC-1208,CLI-004,Nexus Software Group,Tecnologia,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Nexus Software Group,ingreso,9500.0,1995.0,11495.0,True
FAC-1209,CLI-006,AppDigital Labs,Tecnologia,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - AppDigital Labs,ingreso,6000.0,1260.0,7260.0,True
FAC-1210,CLI-007,BioTech Health SL,Tecnologia,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - BioTech Health SL,ingreso,8000.0,1680.0,9680.0,True
FAC-1211,CLI-039,Iluminacion Decorativa SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Iluminacion Decorativa SL,ingreso,8500.0,1785.0,10285.0,True
FAC-1212,CLI-029,Destinos Globales SL,Turismo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Destinos Globales SL,ingreso,10000.0,2100.0,12100.0,True
FAC-1213,CLI-036,Cosmeticos Natural SL,Bienes de Consumo,Consultoria Internacional Recurrente,2025-11-27,Retainer November 2025 - Cosmeticos Natural SL,ingreso,5000.0,1050.0,6050.0,True
FAC-1214,,,,,2025-12-04,Nominas,gasto_fijo,187290.0,0.0,187290.0,True
FAC-1215,,,,,2025-12-10,Alquiler oficina,gasto_fijo,6010.0,1262.1,7272.1,True
FAC-1216,CLI-068,Espirituosos Premium SL,Vinos y Bebidas,Plan de Promocion Internacional,2025-12-13,Plan de Promocion Internacional - Espirituosos Premium SL - Factura 3/4,ingreso,4990.0,1047.9,6037.9,True
FAC-1217,,,,,2025-12-13,Seguros,gasto_fijo,1520.0,319.2,1839.2,True
FAC-1218,,,,,2025-12-14,Software y SaaS,gasto_fijo,5540.0,1163.4,6703.4,True
FAC-1219,,,,,2025-12-14,Material de oficina,gasto_fijo,840.0,176.4,1016.4,True
FAC-1220,,,,,2025-12-16,Suministros,gasto_fijo,940.0,197.4,1137.4,True
FAC-1221,,,,,2025-12-16,Servicios profesionales,gasto_fijo,3950.0,829.5,4779.5,True
FAC-1222,,,,,2025-12-21,Pago Fraccionado IS,gasto_trimestral,9950.0,0.0,9950.0,True
FAC-1223,CLI-059,RoboTech Solutions SL,Tecnologia,Plan Integral de Internacionalizacion,2025-12-21,Plan Integral de Internacionalizacion - RoboTech Solutions SL - Factura 2/7,ingreso,5810.0,1220.1,7030.1,True
